duration,artist_familiarity,artist_hotttnesss,tempo,loudness,key,time_signature,end_of_fade_in,mode,start_of_fade_out,song_hotttnesss
204.19873,0.655921418,0.578301634,155.843,2.689,7,4,0.131,1,191.716,0.695318815
258.63791,0.567313224,0.580013183,146.758,9.303,4,4,3.164,1,230.754,0.517657896
410.98404,0.421421303,0.336668196,106.035,14.744,2,4,0.299,1,389.021,0.253834736
263.36608,0.837947909,0.740373516,193.14,6.578,7,4,0,1,254.938,0.713492371
149.96853,0.654860822,0.45146606,173.34,2.969,5,1,0.136,1,146.228,0.590557401
125.85751,0.647769063,0.40886172,104.793,19.115,2,1,0.311,1,115.63,0.537503904
155.27138,0.543053588,0.353252663,71.283,14.98,0,4,0,1,144.945,0.379523324
210.59873,0.829851316,0.581505803,84.99,4.289,11,4,0,0,203.79,0.62793
333.322,0.731590592,0.498563611,122.811,7.209,6,4,0,1,320.406,0.673836145
138.52689,0.858677442,0.618219159,139.755,3.376,8,1,0.136,1,131.628,0.407233015
232.202,0.39427354,0.159717425,130.06,7.375,2,4,3.558,1,222.006,0.187894979
223.65995,0.919517092,0.547940429,86.967,6.947,5,4,0,1,219.022,0.496175336
272.69179,0.543061143,0.353364767,121.949,5.028,9,4,0.461,0,272.692,0.450992312
165.61587,0.717762702,0.532266186,134.289,5.094,9,4,0.2,1,150.419,0.468997788
243.04281,0.706827671,0.416173065,125.964,12.061,11,7,0.102,1,227.886,0.50254434
188.44689,0.121187298,0,73.742,12.827,0,4,0,1,181.209,0.24
246.20363,0.631702562,0.458210742,104.994,6.945,8,4,0.473,0,239.491,0.419125893
263.47057,0.806364125,0.512455643,147.327,4.043,7,4,0.101,1,241.853,0.319565987
285.04771,0.538346827,0.362419612,215.999,10.083,5,3,0.177,1,285.048,0.663373594
245.68118,0.717670525,0.479308459,88.508,9.325,9,5,0.334,1,238.063,0.270775999
253.75302,0.708368204,0.459809422,113.141,6.288,9,3,8.179,0,237.198,0.266955186
550.97424,0.786427083,0.512226738,168.474,5.213,6,4,0,0,539.55,0.430160637
245.13261,0.602466476,0.367408575,127.757,3.731,6,4,0.25,1,245.133,0.494489518
263.49669,0.75347562,0.529915121,141.171,8.163,4,4,2.322,1,249.446,0.400039657
199.78404,0.660225681,0.405657125,142.948,5.122,2,4,0.2,1,188.285,0.588922168
98.11546,0.701441759,0.504307726,199.527,4.883,2,4,0.066,1,98.115,0.670787538
306.65098,0.59065955,0.381715678,89.456,9.585,2,4,5.73,1,287.788,0.259183466
351.84281,0.827409365,0.576902281,109.74,12.749,5,4,0.117,1,342.152,0.865831829
268.40771,0.609819761,0.419967936,145.882,2.339,2,4,8.208,1,260.151,0.427446571
160.23465,0.851073009,0.590449277,139.401,15.609,3,4,0.107,1,147.261,0.609608465
228.85832,0.740796632,0.555741673,130.006,6.642,10,4,5.492,0,216.99,0.634538104
186.53995,0.366537936,0.33201956,132.345,14.726,9,3,0,1,186.54,0.474147941
160.33914,0.825805386,0.661382924,170.069,5.864,6,4,0,0,156.259,0.807705236
330.94485,0.915823253,0.665576619,116.169,5.407,6,4,0,0,330.945,0.528782481
358.71302,0.59419662,0.375914688,190.019,8.178,9,5,0.513,1,349.141,0.265861049
285.28281,0.629008226,0.361917926,183.836,9.154,10,4,0.282,0,276.126,0.536378023
257.35791,0.658016592,0.472495477,124.15,9.249,9,3,0.346,1,245.923,0.246101389
299.72853,0.46117348,0.294037483,72.022,11.928,5,5,3.634,0,295.828,0.253834736
240.09098,0.450361261,0.375941201,97.243,27.845,8,4,0.304,1,223.829,0.253834736
158.51057,0.627917468,0.473918437,124.409,6.172,11,4,0.194,1,146.727,0.551109538
240.32608,0.630247495,0.37790448,101.954,5.77,7,4,0,1,233.628,0.574039754
199.02649,0.426882762,0.333303418,50.066,15.516,0,1,3.756,1,185.87,0.261300285
65.95873,0.466768145,0.372415888,115.307,12.912,7,4,0,1,60.5,0.401486711
176.37832,0.616436885,0.409464909,82.72,10.484,5,5,0,0,173.453,0.265861049
260.96281,0.655921418,0.578301634,129.729,6.68,8,4,0.143,1,246.544,0.518310319
184.92036,0.711017021,0.432695229,171.968,6.012,6,7,0,0,177.656,0.703966085
194.97751,0.572144338,0.340750194,85.348,4.434,10,5,0,0,186.671,0.576399981
263.73179,0.438644698,0.347225061,114.255,12.346,10,3,0.115,1,251.437,0.642091038
175.72526,0.576044173,0.360829937,117.532,6.612,7,4,0.16,0,167.155,0.515132469
214.43873,0.656759788,0.4104772,138.572,12.551,4,1,0.351,1,210.982,0.513189736
356.23138,0.688040857,0.372307463,131.985,5.861,0,4,0.415,1,348.839,0.437036204
185.36444,0.581884359,0.347006921,95.575,7.531,8,4,0,1,179.531,0.407901717
207.882,0.627361447,0.406642649,124.519,11.38,4,4,0.485,1,198.362,0.375984302
316.39465,0.655921418,0.578301634,121.044,11.763,5,4,0.193,0,299.259,0.551921515
122.51383,0.093413203,0.291883422,104.289,36.353,7,1,0.311,0,111.183,0.21
218.3571,0.596349854,0.418429598,94.57,9.978,7,5,7.947,1,202.832,0.270775999
293.66812,0.432640532,0.48981262,163.935,4.256,9,3,0,0,280.091,0.543788273
287.16363,0.670615396,0.503151606,90.373,15.502,7,3,0.172,1,287.164,0.266955186
145.10975,0.641766665,0.387243575,151.936,9.146,6,4,0,0,140.005,0.265861049
163.52608,0.421187326,0.310544672,107.302,11.977,5,4,0,1,163.526,0.215080319
286.4322,0.507430629,0.344984811,87.106,8.1,5,4,0.293,1,264.423,0.511424326
184.34567,0.59540924,0.412699765,124.556,12.041,10,3,0.224,1,182.219,0.265861049
247.48363,0.561821511,0.349776345,86.061,5.154,7,4,0.256,1,243.293,0.265861049
193.35791,0.498758408,0.358423586,106.14,7.474,3,1,0.287,1,185.417,0.215080319
202.05669,0.044034681,0,139.344,10.415,9,4,0.589,1,194.02,0.21
225.30567,0.229264431,0,39.187,36.577,10,4,2.63,1,209.072,0.23
119.7971,0.677550149,0.492132221,150.006,5.261,8,4,0.228,1,112.205,0.733956331
222.56281,0.648069465,0.420001071,96.093,5.724,10,4,0.497,0,202.461,0.522131585
193.07057,0.68108442,0.453371188,170.114,15.998,10,4,0,1,176.414,0.215080319
184.34567,0.576053723,0.385878058,135.124,9.584,7,3,0.334,1,173.354,0.531722098
190.69342,0.629008226,0.361917926,181.801,6.779,11,5,0,1,180.791,0.215080319
340.40118,0.862795414,0.600282491,98.008,10.345,1,4,0.113,1,333.351,0.583401231
116.34893,0.416141022,0.331090126,112.896,9.792,0,4,0.461,1,113.209,0.299877488
367.49016,0.453120083,0.368455091,164.026,9.102,7,1,0.322,1,356.333,0.270775999
159.81669,0.833590332,0.556477415,157.991,9.33,0,4,0.164,1,156.845,0.484469523
410.8273,0.865021511,0.916053228,138.038,8.229,5,4,0,1,408.079,0.564934173
208.87465,0.520204911,0.361509802,109.196,18.254,9,4,0.862,1,190.531,0.572920148
311.30077,0.796420044,0.574497026,94.904,6.791,7,4,0,1,303.531,0.627494854
91.61098,0.113542933,0,107.016,16.548,2,1,0.329,0,83.11,0.23
455.02649,0.448025346,0.393622172,100.148,17.604,2,4,0.438,1,443.71,0.239629098
265.37751,0.517968446,0.35045449,147.882,6.089,10,4,0.218,0,259.268,0.215080319
202.91873,0.596184927,0.427479241,130.955,18.65,11,4,3.454,1,183.13,0.541551998
297.66485,0.632130913,0.472281211,106.802,9.032,0,3,0,1,289.675,0.669413098
190.4322,0.917863906,0.908202619,116.012,8.464,6,5,0.142,0,183.391,0.470792085
189.88363,0.533724477,0.370747684,106.449,8.445,7,4,0.427,0,185.429,0.22979948
213.13261,0.69297934,0.536862274,100.567,14.254,3,3,0,1,208.922,0.48306456
191.42485,0.019630888,0,113.01,18.283,0,1,0.292,1,184.715,0.24
206.94159,0.776598968,0.490079584,112.77,3.568,0,4,0.073,1,203.395,0.544514002
166.26893,0.690080124,0.466775622,70.778,11.207,11,4,0.18,0,162.458,0.304169503
243.722,0.55669334,0.401209642,116.123,8.141,0,4,2.038,1,229.663,0.304169503
203.4673,0.197460842,0,99.995,4.295,8,4,0,0,195.164,0.296758333
252.83873,0.640757317,0.451219237,87.495,6.575,2,4,0.444,1,247.188,0.667506139
213.34159,0.636423645,0.44793548,189.068,5.972,2,4,0,1,202.739,0.473346541
349.72689,0.570900104,0.393292711,86.446,12.939,7,5,0.241,0,320.284,0.265861049
197.0673,0.03692891,0.157207694,65.316,10.325,11,1,0.261,1,193.765,0.2
147.17342,0.616698192,0.45608052,137.99,9.378,6,1,0.305,1,139.662,0.377531645
376.99873,0.834564098,0.553393663,100.382,3.811,7,4,7.506,1,343.226,0.702112063
269.63546,0.582431619,0.409192654,151.945,8.425,6,3,0.121,0,264.104,0.427446571
263.33995,0.533724477,0.370747684,219.796,6.974,6,4,0.287,1,258.85,0.253931907
230.53016,0.796320378,0.524994964,127.779,4.213,4,5,0,1,228.026,0.407233015
90.38322,0.026088737,0,92.005,19.661,2,4,0.339,1,84.196,0.23
152.92036,0.416754012,0.340046154,93.105,7.433,7,4,2.13,0,149.066,0.266955186
283.76771,0.448013836,0.348295197,133.326,7.827,4,5,7.488,0,278.245,0.407233015
264.64608,0.772272161,0.500119335,93.976,7.101,5,4,0.078,1,248.842,0.609399102
217.28608,0.704994472,0.504855154,94.007,4.35,11,4,0.571,0,203.976,0.595754054
441.7824,0.511743665,0.414631369,115.212,12.712,10,4,0.179,1,428.083,0.445454525
230.60853,0.796337059,0.582921576,124.144,4.438,8,4,0.073,1,226.667,0.81839438
174.18404,0.598643696,0.310920963,103.047,7.458,2,4,0.462,1,158.778,0.253761707
233.92608,0.698323122,0.531436737,99.742,4.148,11,5,0,0,224.438,0.733916707
329.37751,0.471357978,0.283027089,94.978,16.849,10,3,0,0,318.537,0.358976526
316.99546,0.604296587,0.437987748,123.415,12.377,11,4,0,0,299.816,0.556541104
229.04118,0.419320249,0.338781245,130.58,10.491,9,1,0.363,1,226.302,0.357819054
59.95057,0.514414554,0.413757657,106.298,6.167,6,4,2.467,0,56.779,0.518340538
105.45587,0.668370612,0.45755391,86.5,6.952,11,4,0,0,101.013,0.502449624
798.1971,0.350392717,0.293668767,134.291,16.183,0,4,12.864,1,786.471,0.327753595
212.08771,0.908984296,0.562506672,220.311,5.394,7,4,0,1,207.882,0.313562114
418.79465,0.632718261,0.436599339,101.905,15.199,7,4,0.287,0,408.358,0.531580241
291.7873,0.401479593,0.268744755,149.167,9.467,11,4,0.176,0,288.078,0.270775999
258.19383,0.639614201,0.464550281,90.902,6.062,6,4,0,0,245.476,0.513219142
177.94567,0.201764918,0,120.056,9.548,7,4,0.345,1,170.527,0.2
257.82812,0.319868324,0.195531828,115.018,6.479,7,3,0.296,1,248.97,0.205921426
297.63873,0.423385847,0.367007961,180.106,10.56,5,4,0.155,0,283.191,0.51895024
88.73751,0.763010513,0.537675628,134.492,4.404,9,1,0.242,1,85.931,0.454192988
174.15791,0.58547954,0.364384924,115.756,6.755,9,3,0.328,0,168.647,0.379523324
610.95138,0.387242595,0.187676301,127.986,18.5,11,3,12.411,0,596.77,0.264481653
85.02812,0.743792498,0.472670741,93.412,11.895,6,3,0.223,0,81.032,0.535953802
251.76771,0.691133729,0.531050193,138.408,6.131,0,1,0.142,1,248.053,0.502211221
122.64444,0.552704814,0.387008322,108.489,15.855,9,4,0.218,1,112.373,0.38314502
220.13342,0.104186987,0,187.495,9.851,2,4,4.51,1,216.723,0.24
159.45098,0.589174876,0.442285782,139.987,5.529,9,4,0,0,156.688,0.212045405
255.63383,0.618002715,0.349476327,114.895,12.09,3,4,0,1,228.769,0.53238942
296.98567,0.565089892,0.448593803,139.919,9.908,0,4,2.003,1,276.312,0.405115722
192.02567,0.473038876,0.351173013,137.96,5.884,9,4,3.024,1,186.543,0.48913343
175.01995,0.624252499,0.462190105,158.763,11.727,11,3,0.165,1,167.706,0.304169503
220.94322,0.496152636,0.363506516,73.811,6.451,7,5,0,0,207.999,0.239629098
288.39138,0.583049613,0.364006714,70.047,10.411,6,4,0.195,0,277.374,0.544750913
264.82893,0.832011769,0.677482479,142.449,6.892,11,4,0.259,0,252.395,0.73761557
407.03955,0.810506205,0.531157063,152.775,7.49,5,4,0.228,0,398.785,0.286605955
419.97016,0.537088297,0.352919184,156.15,4.012,9,4,0.724,0,407.609,0.345802234
248.13669,0.853124523,0.534503926,100.649,12.173,2,4,0,1,248.137,0.33759306
397.81832,0.218422959,0,99.809,23.042,3,5,0.411,0,372.344,0.2
271.77751,0.5534682,0.429149837,107.769,13.589,9,4,0.229,1,262.844,0.266955186
242.65098,0.642280769,0.411195688,95.465,7.811,2,4,0.155,1,233.523,0.561428518
242.9122,0.57810363,0.414892612,92.4,25.924,2,3,0.252,0,230.76,0.265861049
192.91383,0.602264047,0.44057753,163.884,5.295,3,4,0,1,179.409,0.594483379
225.17506,0.748320703,0.545865917,90.971,7.572,11,4,0.102,1,222.36,0.533370878
201.09016,0.581475219,0.298377039,96.7,8.205,9,7,4.505,1,189.817,0.408110884
157.12608,0.663231985,0.493711077,89.71,14.626,9,1,0.306,1,148.399,0.229144104
183.43138,0.933916106,0.778673579,105.775,9.74,1,4,0,1,173.894,0.684472942
147.9571,0.573243195,0.382961658,123.452,7.842,4,4,0,1,147.957,0.508067506
318.79791,0.872325597,0.535891043,125.827,13.135,9,7,0,1,310.886,0.253834736
57.18159,0.864867842,0.766076164,132.474,22.42,6,3,0.189,0,54.608,0.833658152
219.76771,0.713322147,0.473613189,92.938,24.308,9,1,0.092,1,217.536,0.685274902
118.9873,0.796419804,0.574497026,95.381,10.817,1,4,0.386,1,113.505,0.769733162
264.48934,0.749217793,0.544321915,50.51,4.628,1,1,0.183,1,261.3,0.413739836
233.50812,0.556083173,0.421448618,148.371,5.588,10,4,0,0,219.051,0.215080319
247.64036,0.596895543,0.365951048,114.013,7.065,0,5,0.833,1,243.746,0.313562114
191.73832,0.549012952,0.408485221,95.572,11.761,10,4,0,1,186.59,0.473346541
245.10649,0.702077834,0.330820071,189.917,4.654,8,4,2.728,0,232.885,0.662493161
115.53914,0.844039532,0.524378988,189.134,3.116,1,4,0,1,109.389,0.630325327
201.09016,0.74151813,0.52041211,126.132,10.184,1,4,0,0,197.404,0.594362489
143.35955,0.635757022,0.379436972,122.798,10.067,0,4,0,0,140.701,0.690290538
211.35628,0.749876367,0.528302262,161.994,4.659,4,4,0.699,1,203.14,0.654651728
127.99955,0.445854631,0.347598889,112.313,16.425,0,4,0,1,128,0.603287008
219.24526,0.823548253,0.507115549,96.047,11.451,7,7,0.984,1,208.672,0.852088918
275.12118,0.635087811,0.406508249,191.61,19.453,2,1,0.189,1,264.94,0.512253654
209.34485,0.492199331,0.344972456,92.87,16.43,6,4,0.421,1,201.195,0.582756026
138.84036,0.858677442,0.618219159,140.202,3.677,9,4,0.2,0,134.031,0.674142968
478.92853,0.472073585,0.391267796,83.61,9.639,0,5,0,0,468.132,0.48456253
216.39791,0.508676201,0.377888131,133.319,10.81,7,4,0.27,1,206.396,0.565451012
142.91546,0.612953154,0.454541929,130.196,10.592,7,1,3.228,1,133.126,0.38293509
479.45098,0.641990135,0.457135669,86.155,10.258,6,4,0,1,450.694,0.624746111
389.95546,0.657826293,0.446170543,85.061,4.757,2,4,2.583,0,371.032,0.696230193
236.53832,0.644519692,0.405618982,130,5.832,10,4,0.223,0,221.414,0.864141654
184.39791,0.88792045,0.670383829,88.794,16.358,6,4,0.371,1,175.955,0.584437156
199.81016,0.743129776,0.493566843,92.8,3.58,11,4,0,0,192.081,0.358976526
230.76526,0.598985507,0.40411691,140.045,5.418,0,4,0,1,225.181,0.265861049
192.13016,0.596184927,0.427479241,133.954,3.798,1,3,0.142,0,180.837,0.545230294
195.02975,0.533659594,0.365822369,105.675,15.993,10,3,0.293,1,179.275,0.375984302
205.50485,0.477724732,0.299705214,84.63,5.317,10,3,0.287,0,197.143,0.215080319
341.05424,0.427987492,0.273365751,144.142,7.958,10,7,0,1,331.134,0.313562114
244.45342,0.933916106,0.821648467,74.078,12.518,6,7,0,1,244.453,0.623448449
199.28771,0.775494508,0.54260187,123.026,2.3,7,4,0,1,184.866,0.425124658
172.09424,0.610330728,0.407821565,117.683,8.693,9,5,0.2,1,164.217,0.334706549
196.93669,0.934935267,0.787005469,120.083,10.187,7,7,0,1,192.737,0.564258739
228.85832,0.709010525,0.553566172,102.164,4.979,2,3,0.34,1,224.107,0.327736683
192.13016,0.573243195,0.382961658,162.907,7.167,4,4,0,1,192.13,0.47309773
185.99138,0.606975737,0.386289651,167.947,9.11,7,4,0,1,177.789,0.564757578
204.09424,0.555985053,0.326848818,108.496,8.091,10,1,0.264,1,197.097,0.48456253
182.80444,0.698969925,0.486783025,111.266,6.825,7,4,4.661,1,172.089,0.636381565
234.65751,0.578648939,0.376582962,164.637,9.768,6,4,0,0,232.525,0.653870886
234.47465,0.673653885,0.461679633,131.065,6.814,0,4,0,1,222.198,0.561428518
195.00363,0.610713219,0.425126208,66.49,11.41,7,4,0,1,184.726,0.603024581
467.43465,0.630130467,0.469965125,131.996,7.19,11,4,0,0,461.822,0.565715851
331.88526,0.430562185,0.276451956,128.785,5.99,11,4,0,0,322.682,0.212045405
540.49914,0.09070255,0.29533282,154.045,18.464,1,3,10.838,1,515.831,0.212045405
601.3122,0.518442304,0.422033836,153.656,11.942,7,1,0,1,596.677,0.493466819
328.72444,0.909247283,0.554938522,113.471,5.711,4,5,0.136,1,318.996,0.836930122
197.90322,0.681148023,0.40199254,153.968,5.801,6,4,0.545,1,195.199,0.623783337
327.05261,0.520933079,0.206020372,135.013,10.398,10,1,0.192,0,317.55,0.239805874
253.43955,0.731590592,0.498563611,105.468,11.883,7,3,0,1,245.435,0.265861049
242.93832,0.630871879,0.415114608,93.871,6.63,3,4,0.071,0,235.526,0.786889085
284.76036,0.617608694,0.405967369,120.277,10.631,2,4,0.171,1,274.733,0.367273416
213.41995,0.620963981,0.413254693,88.772,6.04,8,3,2.113,1,208.155,0.450762242
218.38322,0.705881777,0.491178954,91.399,10.112,2,4,0.334,1,207.459,0.585116487
178.15465,0.447364228,0.278016711,131.946,9.729,1,3,0.189,0,174.684,0.26376759
313.10322,0.839275393,0.521843187,110.742,12.584,5,4,3.338,1,293.645,0.686941709
70.53016,0.709198455,0.455774854,94.807,17.332,8,3,0.34,1,70.53,0.375984302
259.60444,0.606102515,0.396018754,124.67,14.109,11,4,0.462,0,239.009,0.673122308
254.98077,0.779838092,0.568350503,138.916,7.72,9,4,0.258,1,239.119,0.751968603
232.48934,0.537385267,0.370540726,85.96,6.388,5,4,0.898,0,218.552,0.480236921
173.58322,0.547325147,0.359709363,86.442,16.685,10,4,0.392,0,169.378,0.427446571
27.0624,0.732603394,0.497050959,26.663,10.77,0,4,0,1,27.062,0.450762242
294.24281,0.481773107,0.300383177,153.922,10.836,4,5,0,0,279.528,0.233499486
132.23138,0.610427725,0.438168226,179.49,11.806,7,1,0.138,1,127.507,0.439202489
339.87873,0.44680127,0.323757015,180.025,10.136,0,4,0,0,331.598,0.288481643
74.34404,0.821844255,0.592439486,90.625,20.639,10,4,5.451,1,74.344,0.663811904
56.13669,0.589694605,0.383863704,112.991,15.339,9,3,0.316,0,51.304,0.606807293
201.16853,0.827409365,0.576902281,153.447,7.279,2,1,0.607,1,187.548,0.706317473
207.93424,0.791801556,0.637302343,87.029,5.628,0,3,0.38,1,203.378,0.407901717
262.50404,0.505115115,0.339614295,120.196,6.808,8,4,0.241,1,249.498,0.367273416
416.7571,0.772871995,0.473700501,162.441,18.335,4,4,0.258,1,394.536,0.648733446
245.31546,0.628274449,0.428834536,80.051,11.163,8,3,0,1,237.453,0.527555356
373.41995,0.618296844,0.463979514,200.199,23.149,7,7,0.462,1,360.67,0.414822708
100.10077,0.484333758,0.335935512,187.232,3.931,8,4,0.217,0,96.7,0.428702263
149.89016,0.547325147,0.359709363,131.01,10.623,2,4,0.496,1,140.661,0.557187768
569.46893,0.530030314,0.344402575,124.075,14.698,10,5,1.507,0,545.994,0.349166902
151.71873,0.825962346,0.506804744,134.054,5.016,11,4,0,0,147.992,0.546635489
236.59057,0.804838889,0.457841156,88.176,8.695,11,4,0,1,233.349,0.585452852
221.04771,0.031013499,0,84.57,8.98,2,5,2.705,1,212.393,0.2
81.50159,0.629301806,0.450779891,84.615,18.114,0,1,0.444,1,81.502,0.266955186
220.31628,0.776598968,0.490079584,144.447,10.291,7,4,0.328,0,198.583,0.584094133
86.67383,0.633402342,0.414834941,93.298,10.182,9,3,0.396,0,81.612,0.577848621
270.47138,0.839275393,0.550762085,157.739,2.512,2,4,0.183,1,251.606,0.68731164
257.2273,0.509984625,0.322704932,117.267,8.244,8,4,0.165,0,249.034,0.240278449
264.88118,0.751040126,0.4181931,87.643,5.225,9,5,0.235,0,255.286,0.527818137
173.42649,0.44276965,0.294986617,158.057,8.729,11,1,0.361,0,166.446,0.260774534
271.82975,0.426667857,0.332275747,99.995,5.902,11,4,4.557,0,260.644,0.49528505
277.7073,0.485921286,0.353156297,85.009,8.238,9,4,0.554,0,271.755,0.239629098
119.06567,0.517480572,0.43280431,111.562,10.854,0,4,4.54,1,115.722,0.439202489
185.15546,0.711893809,0.535163042,223.387,8.794,7,4,0.116,1,180.924,0.613040082
160.26077,0.689800593,0.533842727,168.901,4.214,2,4,0,1,156.665,0.642218428
203.15383,0.573527313,0.368506753,116.646,10.824,9,4,0,0,193.329,0.304169503
132.25751,0.589314502,0.398883011,189.817,12.948,4,1,0.42,0,122.584,0.723839028
209.89342,0.698770478,0.399451724,36.279,17.363,9,1,0.135,1,199.558,0.249246377
160.62649,0.67577137,0.435468899,136.273,15.6,0,1,0,1,146.187,0.304169503
215.61424,0.741848576,0.523561642,99.963,2.685,11,4,0.061,1,196.452,0.649212582
460.79955,0.703229577,0.433927838,125.015,7.569,8,4,0,1,460.8,0.413739836
285.43955,0.477364752,0.337507289,96.911,10.88,9,4,0,1,265.16,0.427446571
464.5873,0.387295691,0.283367108,130.005,7.818,4,4,0.183,0,457.543,0.223238283
158.45832,0.616896386,0.416503946,99.36,15.2,9,7,0.149,0,150.744,0.266955186
299.93751,0.415487694,0.311679481,205.885,3.533,5,4,0,1,295.573,0.215080319
239.67302,0.774037142,0.521726648,214.941,4.879,7,4,0.178,0,234.144,0.270775999
249.39057,1,0.826777013,125.328,6.124,2,4,0.403,1,243.212,0.847530898
139.78077,0.81659671,0.553661233,130.631,4.347,2,1,0.09,1,130.775,0.650676969
316.49914,0.561370907,0.365533756,30.827,25.106,8,1,2.27,1,298.069,0.377531645
134.76526,0.177527312,0,164.942,10.392,9,3,0.091,1,125.556,0.15
294.00771,0.928936926,0.598555412,134.282,4.557,2,4,4.476,1,288.961,0.717458089
474.06975,0.445670421,0.32936157,152.213,11.535,6,1,0.166,1,463.36,0.225095974
192.10404,0.754917645,0.507464243,99.985,11.551,0,4,0.148,0,180.849,0.358976526
467.53914,0.693009204,0.498668875,91.364,8.912,6,5,0,1,463.145,0.687069389
740.46649,0.842972108,0.793412623,173.468,10.798,11,7,0,0,736.729,0.681546638
208.56118,0.600546565,0.379574248,210.032,5.05,8,4,0,1,200.911,0.61017454
135.8624,0.46477944,0.333851528,155.041,7.337,2,4,0,1,126.711,0.345802234
281.52118,0.63259242,0.497690507,83.973,6.681,9,4,0.618,1,270.646,0.291414527
396.77342,0.477823317,0.374378211,149.988,6.924,1,4,4.493,1,382.973,0.212045405
279.84934,0.625762202,0.449493483,182.085,8.026,9,1,0.271,1,269.276,0.255765101
313.75628,0.546206711,0.354517343,145.109,5.646,4,4,0.17,1,310.34,0.507983552
227.10812,0.518518769,0.36626884,96.364,9.77,2,4,2.252,1,222.999,0.334706549
100.362,0.636119207,0.363499577,96.007,7.221,7,4,0,0,100.362,0.518418707
186.61832,0.4074304,0.31853603,117.45,23.333,10,4,4.481,1,182.666,0.235280478
258.48118,0.737972528,0.555968804,91.066,4.745,6,4,0.34,0,248.262,0.599868664
182.22975,0.892688611,0.830356766,66.696,6.649,2,3,0.061,1,169.326,0.581987157
218.93179,0.404499596,0.331642439,164.769,14.225,4,3,3.878,0,211.447,0.345802234
217.41669,0.585680704,0.430544696,157.665,5.515,5,4,0.148,0,213.031,0.495453137
410.06975,0.668087296,0.459387425,126.339,10.282,7,4,4.232,1,410.07,0.392008771
342.59546,0.682101282,0.424108277,101.831,9.616,10,4,2.717,0,331.465,0.345802234
280.89424,0.625806928,0.358121073,168.099,6.305,1,4,0,1,272.033,0.445454525
88.86812,0.841136406,0.556910568,139.238,5.864,0,4,2.804,0,82.866,0.684088775
52.11383,0.676869597,0.384133614,80.992,4.271,9,1,0,1,49.911,0.554793212
186.01751,0.79309437,0.568491815,182.518,4.999,2,1,0,1,182.66,0.60547354
280.97261,0.709010525,0.553566172,131.191,4.167,0,4,0,1,272.167,0.535953802
354.19383,0.556721481,0.415824886,121.171,15.241,0,4,0.258,1,338.977,0.375984302
233.97832,0.58763068,0.366157945,154.028,10.819,7,4,0,1,224.821,0.462379946
101.43302,0.056017386,0.534429714,75,14.158,11,3,0,0,101.433,0.327736683
278.96118,0.604820432,0.383877494,91.247,13.908,5,3,0.132,1,265.381,0.518759898
183.27465,0.491695071,0.326429668,163.604,3.177,10,4,0.101,1,183.275,0.473346541
68.362,0.567510986,0.430897609,149.91,19.776,0,4,0.073,1,65.19,0.597116703
165.82485,0.634764556,0.423976263,189.824,4.829,2,4,7.303,1,156.067,0.407974652
226.92526,0.744734767,0.565045659,165.038,9.67,1,4,0.148,1,215.04,0.815550861
159.68608,0.687023631,0.475085634,136.211,8.871,8,4,0,1,156.642,0.454192988
289.64526,0.13278712,0,112.838,8.603,9,4,0,1,289.645,0.24
220.47302,0.622940428,0.370962958,139.898,11.206,7,4,4.801,1,209.038,0.252510244
182.22975,0.558481253,0.37632596,128.43,11.498,7,4,0.432,1,175.299,0.460484845
204.38159,0.588370653,0.413237884,153.977,6.134,11,4,0,0,196.824,0.518759898
203.96363,0.551427307,0.389847527,132.073,10.881,0,1,2.595,1,199.918,0.473346541
275.19955,0.659251521,0.399431544,120.029,6.73,6,7,0.276,0,260.4,0.237567342
39.18322,0.862795414,0.600282491,218.587,17.317,5,4,0,1,39.183,0.460541281
267.36281,0.675203997,0.479308951,160.071,4.41,1,4,0,0,262.891,0.345802234
119.66649,0,0.370703169,80.8,9.322,6,4,0,1,119.666,0.520564622
433.47546,0.501890126,0.404201576,124.086,13.149,2,7,0,0,433.475,0.323112121
233.74322,0.749077779,0.447330487,114.127,3.734,4,4,0,0,225.448,0.474054831
817.37098,0.524435669,0.390672367,103.27,17.135,10,4,0.886,0,812.135,0.24717095
251.21914,0.851073009,0.590449277,102.889,4.518,8,4,0,0,248.674,0.532482708
260.93669,0.484311162,0.351841896,122.761,6.121,8,4,4.505,1,257.747,0.427446571
190.32771,0.779838092,0.568350503,86.8,13.374,5,4,0.154,1,183.821,0.621621073
264.12363,0.489936789,0.381369229,138.356,16.553,10,3,0,1,258.27,0.460541281
163.83955,0.747684076,0.529995833,131.554,8.951,9,4,2.264,1,156.23,0.737994182
153.96526,0.042848266,0.395791274,150.784,16.87,7,4,0,1,143.418,0.473346541
195.39546,0.559317502,0.437001919,172.502,3.215,9,1,0.282,1,190.578,0.600853803
277.89016,0.569988889,0.287481174,125.05,7.319,9,3,0,0,261.637,0.799547839
292.5971,0.526127033,0.372314996,123.978,5.193,4,4,0.142,0,283.162,0.405115722
115.35628,0.713322147,0.473613189,158.304,11.092,9,7,0.073,1,109.714,0.427446571
287.32036,0.505378203,0.403682949,98.929,8.581,9,4,0.398,0,263.819,0.511424326
321.48853,0.84219335,0.550422825,156.261,4.146,2,4,0,1,303.659,0.61105005
223.45098,0.632008013,0.144684661,148.879,10.982,9,4,0.504,1,207.819,0.434347951
